,utterance,intent
448,Any Mac strategy games with steam turn notifications released in the past 3 years?,ReqShowGame
449,Show me Linux puzzle games with in-app purchases launched in 2021.,ReqShowGame
450,Got any Windows indie games with stats feature released this year?,ReqShowGame
451,Any Mac action games with steam achievements that came out last year?,ReqShowGame
452,"I'm looking for Linux simulation games with partial controller support, any recent ones?",ReqShowGame
453,What are the latest Windows platformers with full controller support released in 2022?,ReqShowGame
454,Any Mac rpg games with mods released in the last 6 months?,ReqShowGame
455,Show me some Linux strategy games with local co-op launched recently.,ReqShowGame
456,Need Windows adventure games with online multi-player released in the past year.,ReqShowGame
457,What's new in Mac fps games with co-op launched in 2023?,ReqShowGame
458,Looking for Linux sports games with mods  released last month.,ReqShowGame
459,Any Windows casual games with cross-platform multiplayer launched in the past 2 years?,ReqShowGame
460,I want Mac racing games with steam leaderboards released in 2021.,ReqShowGame
461,Got any Linux adventure games with steam trading cards that came out this year?,ReqShowGame
462,Show me Windows simulation games with steam cloud support released in the past 3 years.,ReqShowGame
463,Any Mac puzzle games with valve anti-cheat enabled launched in 2020?,ReqShowGame
464,Looking for Linux sports games with shared/split screen released last year?,ReqShowGame
465,Can you suggest some Windows fps games with steam workshop that came out recently?,ReqShowGame
466,I need Mac racing games with in-app purchases released in the past 5 years.,ReqShowGame
467,Show me Linux indie games with stats feature launched in 2023.,ReqShowGame
468,Any Windows action games with steam achievements that came out this year?,ReqShowGame
469,"Looking for Mac simulation games with partial controller support, any new ones?",ReqShowGame
470,What are the latest Linux platformers with full controller support released in 2021?,ReqShowGame
471,Any Windows rpg games with mods launched in the last month?,ReqShowGame
472,I want Mac strategy games with local co-op released recently.,ReqShowGame
473,Need Linux adventure games with online multi-player launched in 2022.,ReqShowGame
474,What's new in Windows fps games with co-op released last year?,ReqShowGame
475,Looking for Mac sports games with mods  launched this year.,ReqShowGame
476,Any Windows casual games with cross-platform multiplayer released in 2021?,ReqShowGame
477,List games with the genres Adventure and Indie that support SteamVR Collectibles.,ReqShowGame
478,List games with the categories VR Support and Full controller support.,ReqShowGame
479,Tell me about games with the genres Strategy and RPG that have Steam Trading Cards.,ReqShowGame
480,List games with the genres Simulation and Indie that support mods.,ReqShowGame
481,Tell me about games with the genres Adventure and Indie that support local multiplayer.,ReqShowGame
482,Tell me about games with the genres Strategy and Simulation that support online multiplayer.,ReqShowGame
483,Tell me about games with the genres Simulation and Indie that support SteamVR Collectibles.,ReqShowGame
484,Can you provide information about the game The Witcher 3 on Windows?,ReqGameInfo
485,Tell me about Stardew Valley on MAC and Linux.,ReqGameInfo
486,What genre and categories does Overwatch belong to?,ReqGameInfo
487,Who is the publisher of Assassin's Creed and what are its game tags?,ReqGameInfo
488,When did Fallout: New Vegas come out?,ReqGameInfo
489,"Is Borderlands 2 available on MAC, and does it support co-op?",ReqGameInfo
490,"Tell me about the game Dota What genre does it belong to, and is it multiplayer?",ReqGameInfo
491,"Who developed Half-Life 2, and what are its game tags?",ReqGameInfo
492,"Is The Elder Scrolls V: Skyrim available on Linux, and does it have Steam Achievements?",ReqGameInfo
493,Which categories and tags apply to Portal 2?,ReqGameInfo
494,"Tell me about Cities: Skylines. Who developed it, and does it support Steam Workshop?",ReqGameInfo
495,"On which platforms is Rocket League available, and does it have full controller support?",ReqGameInfo
496,"What are the game tags for Counter-Strike: Global Offensive, and does it have Steam Achievements?",ReqGameInfo
497,"Is The Sims 4 available on MAC, and does it support mods?",ReqGameInfo
498,"When was Grand Theft Auto V released, and does it have Steam Leaderboards?",ReqGameInfo
499,"Who developed Left 4 Dead 2, and does it support online co-op?",ReqGameInfo
500,"On which platforms is World of Warcraft available, and is it an MMO?",ReqGameInfo
501,"What are the game tags for Dark Souls III, and does it have full controller support?",ReqGameInfo
502,"Who developed Stardew Valley, and does it support Steam Cloud?",ReqGameInfo
503,"Is A Way Out available on MAC, and does it support shared/split screen?",ReqGameInfo
504,"What are the game tags for Cities: Skylines, and does it support Steam Workshop?",ReqGameInfo
505,"Is Fortnite available on Linux, and does it support cross-platform multiplayer?",ReqGameInfo
506,"Who developed Factorio, and does it support Steam Workshop?",ReqGameInfo
507,"What are the game tags for The Forest, and does it support SteamVR Collectibles?",ReqGameInfo
508,"Is Dark Souls III available on Windows, and does it have Steam Achievements?",ReqGameInfo
509,"Who is the publisher of Fortnite, and does it support cross-platform multiplayer?",ReqGameInfo
510,"When was Half-Life: Alyx released, and does it support VR?",ReqGameInfo
511,"Who developed Oxenfree, and does it have Steam Leaderboards?",ReqGameInfo
512,"What are the game tags for Candy Crush Saga, and does it have in-app purchases?",ReqGameInfo
513,"Is Minecraft available on MAC, and does it support shared/split screen?",ReqGameInfo
514,"When was Monster Hunter: World released, and does it support online co-op?",ReqGameInfo
515,"Who developed No Man's Sky, and does it support VR?",ReqGameInfo
516,"What are the game tags for Hollow Knight, and does it have Steam Achievements?",ReqGameInfo
517,"Is Divinity: Original Sin 2 available on MAC, and does it support online co-op?",ReqGameInfo
522,yes,affirm
523,y,affirm
524,indeed,affirm
525,of course,affirm
526,that sounds good,affirm
527,correct,affirm
528,no,deny
529,n,deny
530,never,deny
531,I don't think so,deny
532,don't like that,deny
533,no way,deny
534,not really,deny
535,Sure thing! I'm ready to grab that game!,affirm
536,"Yeah, I'm down to buy that game!",affirm
537,Absolutely! Let's go ahead and purchase it.,affirm
538,"Yup, count me in for buying that game.",affirm
539,Totally! I'm ready to make the purchase.,affirm
540,"Yes, I'm totally up for getting that game.",affirm
541,"Yeah, I'm definitely interested in buying it.",affirm
542,Absolutely! Let's proceed with buying the game.,affirm
543,"Yup, I'm onboard for purchasing that game.",affirm
544,"Sure, I'm all set to buy that game.",affirm
545,"Yeah, I'm cool with buying that game.",affirm
546,Totally! Let's go ahead and make the purchase.,affirm
547,"Yes, I'm sure I want to buy that game.",affirm
548,"Yeah, I'm sure about buying this game.",affirm
549,Absolutely! I'm all in for purchasing it.,affirm
550,"Yup, I'm sure I want to buy it.",affirm
551,"Sure, I'm sure I want to get that game.",affirm
552,"Yeah, I'm sure about it, let's buy the game.",affirm
553,Totally! I'm sure I want to buy it.,affirm
554,"Yes, I'm sure I'm okay with buying that game.",affirm
555,"Yup, I'm sure about it, let's do this.",affirm
556,"Sure, I'm totally okay with buying the game.",affirm
557,"Yeah, I'm sure and ready to buy the game.",affirm
558,Absolutely! I'm sure I want to make the purchase.,affirm
559,"Yup, I'm sure I want to grab that game.",affirm
560,"Yes, I'm definitely sure about buying it.",affirm
561,"Sure, I'm sure about purchasing that game.",affirm
562,"Yeah, I'm sure about it, let's get the game.",affirm
563,Totally! I'm sure about buying it.,affirm
564,"Yes, I'm sure and okay with purchasing it.",affirm
565,"Yup, I'm sure about it, let's go ahead.",affirm
566,"Sure, I'm sure and ready to buy that game.",affirm
567,"Yeah, I'm sure and excited to buy the game.",affirm
568,Absolutely! I'm sure and ready to purchase it.,affirm
569,"Yup, I'm sure and eager to buy that game.",affirm
570,"Yes, I'm sure and eager to get that game.",affirm
571,"Sure, I'm sure and excited to purchase it.",affirm
572,"Yeah, I'm sure and eager to grab the game.",affirm
573,Totally! I'm sure and excited to buy it.,affirm
574,"Yes, I'm sure and thrilled to buy the game.",affirm
575,"Yup, I'm sure and pumped to purchase it.",affirm
576,"Sure, I'm sure and thrilled to grab that game.",affirm
577,"Yeah, I'm sure and pumped to get the game.",affirm
578,Absolutely! I'm sure and thrilled to buy it.,affirm
579,"Yup, I'm sure and hyped to purchase that game.",affirm
580,"Yes, I'm sure and hyped to grab the game.",affirm
581,"Sure, I'm sure and hyped to buy it.",affirm
582,"Yeah, I'm sure and hyped to get that game.",affirm
583,Totally! I'm sure and hyped to purchase it.,affirm
584,"Yes, I'm sure and stoked to buy the game.",affirm
585,"Yep, ready to buy!",affirm
586,Sure thing!,affirm
587,Absolutely!,affirm
588,"Yup, let's do it!",affirm
589,"Yeah, I'm in!",affirm
590,Totally!,affirm
591,"Yes, please!",affirm
592,Yup!,affirm
593,Sure!,affirm
594,Alright!,affirm
595,"Yeah, sure!",affirm
596,Definitely!,affirm
597,"Yep, let's go!",affirm
598,Cool!,affirm
599,Okay!,affirm
600,"Yeah, let's buy!",affirm
601,"Sure, why not!",affirm
602,"Yup, buying!",affirm
603,"Absolutely, buying now!",affirm
604,"Yep, let's buy it!",affirm
605,"Sure, buying!",affirm
606,"Yep, count me in!",affirm
607,"Alright, buying!",affirm
608,"Yeah, let's purchase!",affirm
609,"Sure, buying it!",affirm
610,"Okay, purchasing!",affirm
611,"Yup, let's get it!",affirm
612,"Alright, let's buy!",affirm
613,"Sure, let's grab it!",affirm
614,"Okay, let's go!",affirm
615,"Yep, let's purchase it!",affirm
616,"Sure thing, buying!",affirm
617,"Okay, let's do it!",affirm
618,"Yup, let's buy now!",affirm
619,"Alright, let's go for it!",affirm
620,"Yep, I'll buy it!",affirm
621,"Sure, purchasing now!",affirm
622,"Okay, let's get it!",affirm
623,"Yup, getting it now!",affirm
624,"Alright, buying now!",affirm
625,"Sure, let's do this!",affirm
626,"Yep, let's grab it now!",affirm
627,"Okay, let's go for it!",affirm
628,"Sure thing, purchasing!",affirm
629,"Alright, let's buy it!",affirm
630,"Yep, let's purchase it now!",affirm
632,"Sure, let's get it now!",affirm
633,"Alright, let's buy now!",affirm
634,"Yep, let's go ahead!",affirm
635,Yes!,affirm
640,Yep!,affirm
642,Yeah!,affirm
643,Fine!,affirm
644,"Awesome, I'm sold! Let's buy it!",affirm
645,"Wow, that sounds perfect! Let's get it!",affirm
646,"Amazing, I'm definitely interested. Let's purchase it!",affirm
647,That's exactly what I was looking for! Let's buy it now!,affirm
648,"Oh yeah, that's my kind of game! Let's grab it!",affirm
649,Perfect choice! Let's make the purchase!,affirm
650,"I'm impressed, let's go ahead and buy it!",affirm
651,"Oh, I'm loving the sound of that! Let's get it now!",affirm
652,That's a solid recommendation! Let's purchase it!,affirm
653,"Count me in, let's buy it right away!",affirm
654,"Oh yeah, that's a winner! Let's grab it!",affirm
655,"Absolutely, let's make the purchase!",affirm
656,I'm sold on that one! Let's go ahead and buy it!,affirm
657,That sounds amazing! Let's get it now!,affirm
658,"Yup, that's a definite buy for me! Let's purchase it!",affirm
659,I'm onboard with that choice! Let's buy it!,affirm
660,"Oh, I'm excited about this! Let's grab it!",affirm
661,"Yep, I'm sold! Let's make the purchase!",affirm
662,"Oh, that's right up my alley! Let's buy it!",affirm
663,That's a fantastic recommendation! Let's get it now!,affirm
664,"Oh yeah, let's go for it! Let's purchase it!",affirm
665,Absolutely loving the sound of that! Let's grab it!,affirm
666,That's a solid pick! Let's make the purchase!,affirm
667,"Perfect, let's go ahead and buy it!",affirm
668,"Oh, I'm all in! Let's get it now!",affirm
669,That's a great suggestion! Let's purchase it!,affirm
670,I'm totally sold on that idea! Let's buy it!,affirm
671,"Oh, I'm so down for this! Let's grab it!",affirm
673,"Yep, let's do it! Let's buy it!",affirm
